Topic,Words,Frequency,Timestamp
75,"korea, south korea, south, north, north korea",22,2020-07-16 08:22:09.200000000
76,"azerbaijan, armenia, plant azerbaijan, azerbaijan threatens, plant",7,2020-07-16 08:22:09.200000000
77,"thunberg, greta, greta thunberg, millioneuro, prize",10,2020-07-16 08:22:09.200000000
78,"elephant, gorilla, elephants, rafiki, park",20,2020-07-16 08:22:09.200000000
79,"raped, kitten, girl, her, gangraped",27,2020-07-16 08:22:09.200000000
80,"women campaign for, women campaign, campaign for the, right to reveal, reveal their name",3,2020-07-16 08:22:09.200000000
81,"australia, melbourne, victoria, deadliest day of, lockdown",12,2020-07-16 08:22:09.200000000
82,"tiktok, trump, ban tiktok, ban, of tiktok",119,2020-07-16 08:22:09.200000000
83,"plastic, waste, microbes, bags, of plastic",19,2020-07-16 08:22:09.200000000
85,"hagia, sophia, hagia sophia, assange, julian",23,2020-07-16 08:22:09.200000000
86,"civilians, civilians among, civilians among killed, afghan, among killed",6,2020-07-16 08:22:09.200000000
87,"sex, child, sex abuse, abuse, daughter",9,2020-07-16 08:22:09.200000000
88,"coal, power, fossil fuels, new coalfields, approves coal mines",13,2020-07-16 08:22:09.200000000
89,"cannabis, marijuana, decriminalize, to decriminalize, cannabis kills cancer",9,2020-07-16 08:22:09.200000000
90,"vaccine, covid vaccine, russia, sputnik, covid",77,2020-07-16 08:22:09.200000000
92,"cuba, covid for first, time in four, charter flights with, economy us suspends",4,2020-07-16 08:22:09.200000000
93,"say indians, in the danger, danger of turning, must speak, speak up now",2,2020-07-16 08:22:09.200000000
94,"amazon, pandemic amazon, in startups, during pandemic amazon, startups",8,2020-07-16 08:22:09.200000000
95,"meddling after receiving, uk what, about bidenharris biden, about bidenharris, intelligence briefings",3,2020-07-16 08:22:09.200000000
96,"floods, dam, three gorges dam, gorges dam, three gorges",30,2020-07-16 08:22:09.200000000
97,"another setback to, setback to china, russia suspends deliveries, china russia suspends, deliveries of missiles",1,2020-07-16 08:22:09.200000000
98,"musk, elon, elon musk, and entitlement, entitlement",10,2020-07-16 08:22:09.200000000
99,"tax, infantino, to tech tax, gianni infantino, pensioners withincome tax",4,2020-07-16 08:22:09.200000000
-1,"to, in, of, the, for",1917,2020-08-18 05:45:49.400000000
0,"wuhan, virologist, china, in wuhan, lab",83,2020-08-18 05:45:49.400000000
1,"israel, palestinian, israeli, gaza, bahrain",153,2020-08-18 05:45:49.400000000
2,"ukraine, company heckler, audacious secret, is facilitating, in crimea after",8,2020-08-18 05:45:49.400000000
3,"vaccine, covid vaccine, coronavirus vaccine, covid, trial",50,2020-08-18 05:45:49.400000000
4,"police, black, shooting, black man, man",127,2020-08-18 05:45:49.400000000
5,"brexit, johnson, boris, boris johnson, uk",104,2020-08-18 05:45:49.400000000
6,"covid, sweden, uk, cases, variant",52,2020-08-18 05:45:49.400000000
7,"venus, space, russian planet, on venus, earth",66,2020-08-18 05:45:49.400000000
8,"taliban, american bases us, violated afghan deal, shelling of american, afghan deal with",6,2020-08-18 05:45:49.400000000
9,"china, xi, chinese, us, jinping",88,2020-08-18 05:45:49.400000000
10,"hong, kong, hong kong, security law, security",61,2020-08-18 05:45:49.400000000
11,"kim, korea, north, north korea, korean",67,2020-08-18 05:45:49.400000000
12,"taiwan, china, chinese, tsai, taiwanese",63,2020-08-18 05:45:49.400000000
13,"sanctions, russian, braidy industries, buys alexei navalny, industries mill is",4,2020-08-18 05:45:49.400000000
14,"india, cases, in india, covid, cases in",44,2020-08-18 05:45:49.400000000
15,"turkey, greece, turkish, greek, erdogan",85,2020-08-18 05:45:49.400000000
16,"masks, mask, face, wear, face masks",71,2020-08-18 05:45:49.400000000
17,"coronavirus, cases, coronavirus cases, france, cases in",30,2020-08-18 05:45:49.400000000
18,"trump, biden, senate, election, war dead",98,2020-08-18 05:45:49.400000000
19,"belarus, lukashenko, belarusian, in belarus, minsk",154,2020-08-18 05:45:49.400000000
20,"saudi, yemen, arabia, saudi arabia, khashoggi",27,2020-08-18 05:45:49.400000000
21,"climate, climate change, change, un report, un",20,2020-08-18 05:45:49.400000000
22,"economy, recession, global, debt, the",25,2020-08-18 05:45:49.400000000
23,"hackers, malware, biden campaign, with malware, microsoft",31,2020-08-18 05:45:49.400000000
24,"facebook, instagram, users, facebook threatens, facebook threatens to",37,2020-08-18 05:45:49.400000000
25,"bolsonaro, brazil, jair, jair bolsonaro, president jair",14,2020-08-18 05:45:49.400000000
26,"polish, poland, funds cut, polish free town, financing after eu",11,2020-08-18 05:45:49.400000000
27,"pope, sexual abuse, francis, pope francis, sexual",21,2020-08-18 05:45:49.400000000
28,"sea, china sea, south china, south china sea, china",56,2020-08-18 05:45:49.400000000
29,"boeing, lax, pilots, jet pack, in jet pack",10,2020-08-18 05:45:49.400000000
30,"zealand, new zealand, new, ardern, earthquake",24,2020-08-18 05:45:49.400000000
31,"german, farright, jews, reichstag, holocaust",34,2020-08-18 05:45:49.400000000
32,"trump, woodward, coronavirus, he, bob woodward",41,2020-08-18 05:45:49.400000000
33,"navalny, alexei, alexei navalny, poisoning, critic",129,2020-08-18 05:45:49.400000000
35,"xinjiang, in xinjiang, genocide, china, uighur",19,2020-08-18 05:45:49.400000000
36,"myanmar, rohingya, in myanmar, villages un, erases names",9,2020-08-18 05:45:49.400000000
37,"russia releases secret, of bomba, of bomba hydrogen, bomba hydrogen, releases secret footage",5,2020-08-18 05:45:49.400000000
38,"olympics, tokyo, tokyo olympics, winter, tokyo olympics will",9,2020-08-18 05:45:49.400000000
39,"pipeline, nord, russian pipeline, oil, gas",8,2020-08-18 05:45:49.400000000
40,"australia, japan, china, india japan and, japan and australia",11,2020-08-18 05:45:49.400000000
41,"india, border, china, indian, chinese",73,2020-08-18 05:45:49.400000000
42,"mexico, cartel, mexican, dea, new tactic",20,2020-08-18 05:45:49.400000000
43,"pakistan, christian, to death, khan, blasphemy",17,2020-08-18 05:45:49.400000000
44,"andrew, prince, prince andrew, queen, maxwell",8,2020-08-18 05:45:49.400000000
45,"japan, in japan, japanese, women, of japanese kids",17,2020-08-18 05:45:49.400000000
46,"preserved, cave, ancient, found, found in",29,2020-08-18 05:45:49.400000000
47,"any iran, iran, greater, accuses allies of, iran urges who",4,2020-08-18 05:45:49.400000000
48,"amazon, deforestation, tribes, uncontacted, arrow",35,2020-08-18 05:45:49.400000000
49,"beirut, lebanon, hezbollah, blast, explosion",29,2020-08-18 05:45:49.400000000
50,"venezuela, maduro, venezuelan, oil, to venezuela",23,2020-08-18 05:45:49.400000000
51,"wildfires, california, fires, california wildfires, australia",27,2020-08-18 05:45:49.400000000
52,"netanyahu, benjamin netanyahu, benjamin, israel, call for netanyahu",11,2020-08-18 05:45:49.400000000
54,"ice, of ice, greenland, tonnes of ice, melt",31,2020-08-18 05:45:49.400000000
55,"macron, france, french, defaced, in france",10,2020-08-18 05:45:49.400000000
56,"dog, dogs, twice day new, germans must, must walk their",8,2020-08-18 05:45:49.400000000
57,"iran, britain france, on iran, us allies britain, administration demand to",6,2020-08-18 05:45:49.400000000
58,"iraq, in iraq, reduction, us troops, troop reduction",8,2020-08-18 05:45:49.400000000
59,"israel, israeli minister, lockdown, israeli, the nation",5,2020-08-18 05:45:49.400000000
60,"berlusconi, italy, berlusconi tests positive, berlusconi tests, pm berlusconi tests",9,2020-08-18 05:45:49.400000000
61,"dies, dies aged, aged, chadwick, chadwick boseman",18,2020-08-18 05:45:49.400000000
62,"racist tv ad, without borders puts, borders puts out, ad despite staff, staff warnings",1,2020-08-18 05:45:49.400000000
63,"ethiopia, pushing ethiopia dangerously, facebook is pushing, speech on facebook, ethiopia dangerously",6,2020-08-18 05:45:49.400000000
64,"un visit, covid hospitals overwhelmed, overwhelmed in, situation toofor, toofor putin un",2,2020-08-18 05:45:49.400000000
65,"cruise, arctic, yacht, dolphin numbers up, kong after covid",3,2020-08-18 05:45:49.400000000
66,"mali, mali president, mozambique, mutinying soldiers, president ibrahim",11,2020-08-18 05:45:49.400000000
67,"whaling, dolphins, dead dolphins, mauritius, whales",20,2020-08-18 05:45:49.400000000
68,"brazil, doctors without, doctors without borders, covid brazil, without borders",10,2020-08-18 05:45:49.400000000
69,"huawei, meng, detain huawei executive, how americas war, to us restrictions",6,2020-08-18 05:45:49.400000000
70,"oil, mauritius, spill, tanker, oil spill",9,2020-08-18 05:45:49.400000000
71,"vaccine, vaccines, china, covid, covid vaccines",23,2020-08-18 05:45:49.400000000
72,"merkel, angela, angela merkel, germany, germanys",14,2020-08-18 05:45:49.400000000
73,"rallies scheduled for, the police rallies, rallies scheduled, canadian cities saturday, canadian cities",1,2020-08-18 05:45:49.400000000
74,"schools, school, put school, put school on, educational crisis put",15,2020-08-18 05:45:49.400000000
75,"korea, south, south korea, north, north korea",18,2020-08-18 05:45:49.400000000
77,"nobel, prize, nobel peace, nobel peace prize, peace prize",35,2020-08-18 05:45:49.400000000
78,"zoo, elephants, elephant, warsaw zoo, south african conservationist",21,2020-08-18 05:45:49.400000000
79,"raped, yearold, india, girl, rape",18,2020-08-18 05:45:49.400000000
80,"rule and have, for fragile gains, the taliban oppressive, oppressive rule and, who endured",1,2020-08-18 05:45:49.400000000
81,"victoria, australia, cases fall to, lockdown, melbourne",11,2020-08-18 05:45:49.400000000
82,"tiktok, wechat, oracle, downloads, of tiktok",48,2020-08-18 05:45:49.400000000
83,"plastic, waste, plastic pollution, plastic waste, pollution",17,2020-08-18 05:45:49.400000000
84,"nato, fighting russia has, no purpose russia, become an existential, necessity for nato",2,2020-08-18 05:45:49.400000000
85,"assange, julian, julian assange, extradition, harry",24,2020-08-18 05:45:49.400000000
86,"afghanistan flash, flash, afghanistan, drone, of afghanistan flash",6,2020-08-18 05:45:49.400000000
87,"sexual, sexual assault, themselves under new, sexual assault survivors, jail in australia",16,2020-08-18 05:45:49.400000000
88,"coal, carbon neutral steel, neutral steel, hydrogen, carbon neutral",4,2020-08-18 05:45:49.400000000
89,"cannabis, of cannabis, hundreds of bags, drone drops hundreds, of bags of",14,2020-08-18 05:45:49.400000000
90,"vaccine, covid vaccine, sputnik, russia, covid",18,2020-08-18 05:45:49.400000000
92,"cuba, cuban, president laurentino, in cuba as, actor cuba gooding",3,2020-08-18 05:45:49.400000000
93,"india, modi, living the nightmares, making dissent in, pm modi support",5,2020-08-18 05:45:49.400000000
94,"amazon, former nsa, hiring, nsa, amazon for hiring",12,2020-08-18 05:45:49.400000000
95,"trump for not, to putin over, into trump for, not standing up, putin over navalny",1,2020-08-18 05:45:49.400000000
96,"floods, ancient giant buddha, away more thanof, thanof nigerias, threatens ancient giant",5,2020-08-18 05:45:49.400000000
97,"world bestselling, boycottredbullthailand, boycottredbullthailand and world, bestselling energy, boycottredbullthailand and",1,2020-08-18 05:45:49.400000000
98,"musk, elon, elon musk, brain, neuralink",13,2020-08-18 05:45:49.400000000
99,"tax, tech giants, giants, tech, more tax europe",2,2020-08-18 05:45:49.400000000
-1,"to, in, of, the, for",1894,2020-09-20 03:09:29.600000000
0,"china, coronavirus, covid, only reported, wuhan",45,2020-09-20 03:09:29.600000000
1,"israel, palestinian, israeli, gaza, palestinians",81,2020-09-20 03:09:29.600000000
2,"nuclear arms deal, arms deal, before election, nuclear arms, arms deal before",8,2020-09-20 03:09:29.600000000
3,"vaccine, covid vaccine, covid, coronavirus vaccine, astrazeneca",33,2020-09-20 03:09:29.600000000
4,"police, paris, man, black, shooting",76,2020-09-20 03:09:29.600000000
5,"johnson, boris, boris johnson, brexit, uk",92,2020-09-20 03:09:29.600000000
6,"covid, uk, cases, covid cases, coronavirus",65,2020-09-20 03:09:29.600000000
7,"space, nasa, moon, spacex, the",69,2020-09-20 03:09:29.600000000
8,"taliban, afghanistan, the taliban, trump, afghan",13,2020-09-20 03:09:29.600000000
9,"china, xi, chinese, us, views of china",64,2020-09-20 03:09:29.600000000
10,"hong, kong, hong kong, in hong, in hong kong",42,2020-09-20 03:09:29.600000000
11,"korea, north, north korea, kim, korean",71,2020-09-20 03:09:29.600000000
12,"taiwan, china, indian media, chinese, taiwan president",60,2020-09-20 03:09:29.600000000
13,"manipulating the markets, manipulating the, cheating crisis, agree to sanction, chess cheating",4,2020-09-20 03:09:29.600000000
14,"india, dung chip, cow dung chip, cow, india cow",19,2020-09-20 03:09:29.600000000
15,"turkey, turkish, erdogan, turkeys, greece",97,2020-09-20 03:09:29.600000000
16,"mask, masks, face, wear, wearing",30,2020-09-20 03:09:29.600000000
17,"coronavirus, cases, coronavirus cases, french coronavirus, million",38,2020-09-20 03:09:29.600000000
18,"trump, debate, election, biden, donald",107,2020-09-20 03:09:29.600000000
19,"belarus, lukashenko, in belarus, leader, belarusian",44,2020-09-20 03:09:29.600000000
20,"saudi, yemen, crown prince, crown, khashoggi",22,2020-09-20 03:09:29.600000000
21,"climate, climate change, emissions, change, disasters",24,2020-09-20 03:09:29.600000000
22,"trillion, pandemic, imf, economic, economy",41,2020-09-20 03:09:29.600000000
23,"hunter biden, hunter, cyberattack, introduced ukrainian businessman, introduced ukrainian",19,2020-09-20 03:09:29.600000000
24,"facebook, twitter, whatsapp, instagram, you cannot lay",18,2020-09-20 03:09:29.600000000
25,"bolsonaro, brazil, brazilian, brazil bolsonaro, jair",19,2020-09-20 03:09:29.600000000
26,"poland, polish, defects, lgbt, abortion",28,2020-09-20 03:09:29.600000000
27,"pope, francis, pope francis, vatican, church",57,2020-09-20 03:09:29.600000000
28,"sea, china sea, south china, south china sea, china",12,2020-09-20 03:09:29.600000000
29,"boeing, plane, max, boeing max, aviation",13,2020-09-20 03:09:29.600000000
30,"zealand, new zealand, new, ardern, earthquake",20,2020-09-20 03:09:29.600000000
31,"farright, german, afd, germany, gas them",23,2020-09-20 03:09:29.600000000
32,"trump, positive for, tests positive for, trump tests positive, trump tests",68,2020-09-20 03:09:29.600000000
33,"navalny, alexei, alexei navalny, poisoning, navalny says",29,2020-09-20 03:09:29.600000000
35,"xinjiang, camps, in xinjiang, china, detention",47,2020-09-20 03:09:29.600000000
36,"myanmar, garment workers forced, open prison in, prison in myanmar, work by covid",2,2020-09-20 03:09:29.600000000
37,"fukushima, water into, contaminated, water, to release",18,2020-09-20 03:09:29.600000000
38,"olympics, tokyo, tokyo olympics, olympics tokyo, winter olympics",7,2020-09-20 03:09:29.600000000
40,"australia, morrison, scott morrison, scott, pledge on biodiversity",11,2020-09-20 03:09:29.600000000
41,"india, border, indian, china, chinese",19,2020-09-20 03:09:29.600000000
42,"mexico, mexican, guatemala, warrants, caravan",21,2020-09-20 03:09:29.600000000
43,"pakistan, india, in pakistan, bin laden, laden",12,2020-09-20 03:09:29.600000000
44,"prince, ghislaine, maxwell, ghislaine maxwell, queen",17,2020-09-20 03:09:29.600000000
45,"japan, japanese, in japan, japanese man pleads, tokyo politician",12,2020-09-20 03:09:29.600000000
46,"ancient, coffins, ancient coffins, egypt, saqqara",15,2020-09-20 03:09:29.600000000
47,"iran, sanctions, us, us pressure, against iran",10,2020-09-20 03:09:29.600000000
48,"amazon, rainforest, deforestation, brazil, amazon rainforest",16,2020-09-20 03:09:29.600000000
49,"hezbollah, lebanon, beirut, in beirut, lebanese",18,2020-09-20 03:09:29.600000000
50,"venezuela, maduro, oil, venezuelan, the bank of",15,2020-09-20 03:09:29.600000000
51,"gigafire, california wildfires, wildfires, gigafire in modern, wildfires spawn",6,2020-09-20 03:09:29.600000000
52,"netanyahu, dirty, laundry, netanyahus, clothes",7,2020-09-20 03:09:29.600000000
53,"putin russiachina military, putin russiachina, military alliance can, alliance can be, alliance can",1,2020-09-20 03:09:29.600000000
54,"ice, arctic, on record, melting, record",26,2020-09-20 03:09:29.600000000
55,"macron, macron calls, terrorist attack macron, paris beheading, attack macron",15,2020-09-20 03:09:29.600000000
56,"cats, animals, dogs, be deadly to, this picture were",5,2020-09-20 03:09:29.600000000
57,"to reimpose iran, is legally void, move to reimpose, legally void, warn us move",1,2020-09-20 03:09:29.600000000
58,"threatens to close, embassy in, iraq, baghdad, embassy",5,2020-09-20 03:09:29.600000000
59,"israel, germany would share, inside israeli, cholim official, cholim",5,2020-09-20 03:09:29.600000000
60,"german czech italian, italian virus records, leprosy takes, production drops, czech italian",2,2020-09-20 03:09:29.600000000
61,"eddie van, halen, eddie van halen, van halen, eddie",10,2020-09-20 03:09:29.600000000
62,"corruption ties with, potential trafficking ring, ukraine potential trafficking, ukraine potential, corruption ties",1,2020-09-20 03:09:29.600000000
63,"ethiopia, pairs and using, toilets the rights, unimaginable crueltyincluding, ethiopian migrants in",2,2020-09-20 03:09:29.600000000
64,"vitality, record, russia, recovery from, singleday",9,2020-09-20 03:09:29.600000000
65,"cruise, moored, cruise ships, due to the, to the coronavirus",6,2020-09-20 03:09:29.600000000
66,"nigeria, brutality, police brutality, in nigeria, nigerias",18,2020-09-20 03:09:29.600000000
67,"whales, to whales, risk to whales, and imminent extinction, imminent extinction",14,2020-09-20 03:09:29.600000000
68,"brazil, new host, america middle, much as australia, country health ministry",7,2020-09-20 03:09:29.600000000
69,"huawei, meng, wanzhou, meng wanzhou, huawei executive",18,2020-09-20 03:09:29.600000000
70,"oil, tanker, oil tanker, of oil, spill",6,2020-09-20 03:09:29.600000000
71,"vaccine, coronavirus vaccine, china joins, china, vaccines",9,2020-09-20 03:09:29.600000000
72,"merkel, germany, in germany, angela, angela merkel",5,2020-09-20 03:09:29.600000000
73,"louisville, zoller of sorosconnected, recorduscanada tobaccosmuggling, todrug arrests, to louisville rioters",6,2020-09-20 03:09:29.600000000
74,"schools, lockdown, student, and, paris",12,2020-09-20 03:09:29.600000000
75,"korea, north korea, south, north, saved north korea",4,2020-09-20 03:09:29.600000000
76,"azerbaijan, armenia, nagornokarabakh, armenian, in nagornokarabakh",127,2020-09-20 03:09:29.600000000
77,"thunberg, greta, greta thunberg, nobel, prize",26,2020-09-20 03:09:29.600000000
78,"elephants, bacterial, zoo, to increase libido, in harrowing",6,2020-09-20 03:09:29.600000000
79,"rape, raped, girl, india, hathras",41,2020-09-20 03:09:29.600000000
80,"university entrance exam, in afghanistan university, shamsia alizadafirst, top in afghanistan, alizadafirst out of",2,2020-09-20 03:09:29.600000000
81,"australia, haredi jews, recorded first, patrolling in australia, without covid death",5,2020-09-20 03:09:29.600000000
82,"tiktok, deal, of tiktok, state media, wechat",10,2020-09-20 03:09:29.600000000
83,"plastic, straws, microplastics, plastic straws, waste",17,2020-09-20 03:09:29.600000000
85,"assange, julian, julian assange, wikileaks, extradition",8,2020-09-20 03:09:29.600000000
86,"the village, strike on, killed, strike, village",1,2020-09-20 03:09:29.600000000
87,"arrested, accuser, sexual, game muckup day, sexual assault this",8,2020-09-20 03:09:29.600000000
88,"coal, by china pledges, australian coal, carbon, china pledges to",17,2020-09-20 03:09:29.600000000
89,"cannabis, medicinal cannabis, marijuana, medicinal, legalization",15,2020-09-20 03:09:29.600000000
90,"sputnik, vaccine, its untested, says uk military, russia spreading lies",4,2020-09-20 03:09:29.600000000
92,"cuba, billion in losses, despite increased, caused nearly, repression cuba says",2,2020-09-20 03:09:29.600000000
93,"farmers, farmers block, indian farmers block, farmers block roads, block roads",4,2020-09-20 03:09:29.600000000
94,"amazon, and secret trackers, returns end, cameras and secret, amazon returns end",10,2020-09-20 03:09:29.600000000
95,"biden, putin says he, putin says, bidens sharp, has noted joe",6,2020-09-20 03:09:29.600000000
96,"floods, flood, of americans heading, franceitaly border after, border after of",5,2020-09-20 03:09:29.600000000
97,"swedish giant ikea, used furniture, ikea to buy, swedish giant, back used",1,2020-09-20 03:09:29.600000000
98,"musk, revolutionary genetic scissors, tiny robot around, at all musk, press at all",5,2020-09-20 03:09:29.600000000
99,"tax, revealsof possibly, corrupt us, corrupt us financial, possibly corrupt",8,2020-09-20 03:09:29.600000000
-1,"in, to, of, the, for",2201,2020-10-23 00:33:09.800000000
0,"china, coronavirus, covid, outbreak, bird flu",52,2020-10-23 00:33:09.800000000
1,"israel, israeli, palestinian, gaza, palestinians",72,2020-10-23 00:33:09.800000000
2,"ukraine, russia, grant expresidents lifetime, with criminalsethiopia, communist terrorists arrested",11,2020-10-23 00:33:09.800000000
3,"vaccine, covid vaccine, covid, pfizer, moderna",152,2020-10-23 00:33:09.800000000
4,"police, nice, in, dead, french",121,2020-10-23 00:33:09.800000000
5,"johnson, boris, boris johnson, brexit, uk",103,2020-10-23 00:33:09.800000000
6,"covid, cases, covid cases, sweden, uk",72,2020-10-23 00:33:09.800000000
7,"moon, space, asteroid, spacex, nasa",78,2020-10-23 00:33:09.800000000
8,"afghanistan, withdrawal, taliban, troop, afghan",18,2020-10-23 00:33:09.800000000
9,"china, us, china congratulates, biden, chinese",64,2020-10-23 00:33:09.800000000
10,"hong, kong, hong kong, prodemocracy, china",77,2020-10-23 00:33:09.800000000
11,"korea, north, north korea, south korea, south",33,2020-10-23 00:33:09.800000000
12,"taiwan, china, who meeting, to who meeting, invited to who",48,2020-10-23 00:33:09.800000000
13,"firstquarter gdp will, to say firstquarter, sanctions on france, say firstquarter gdp, say firstquarter",2,2020-10-23 00:33:09.800000000
14,"india, lamp, in india, lamp for, into buying",25,2020-10-23 00:33:09.800000000
15,"turkey, erdogan, turkish, for armenians in, armenians in",69,2020-10-23 00:33:09.800000000
16,"masks, mask, face masks, face, danish study",41,2020-10-23 00:33:09.800000000
17,"coronavirus, cases, coronavirus cases, france, million",43,2020-10-23 00:33:09.800000000
18,"trump, election, biden, us election, campaign",66,2020-10-23 00:33:09.800000000
19,"belarus, lukashenko, in belarus, belarusian, sanctions",31,2020-10-23 00:33:09.800000000
20,"saudi, arabia, saudi arabia, yemen, uae",64,2020-10-23 00:33:09.800000000
21,"climate, climate change, change, emissions, global warming",21,2020-10-23 00:33:09.800000000
22,"recession, dow, economy, pandemic, jobless",31,2020-10-23 00:33:09.800000000
23,"hackers, russia as main, main cybercrime threats, main cybercrime, canada names",17,2020-10-23 00:33:09.800000000
24,"facebook, solomon islands, solomon, to ban facebook, ban facebook",21,2020-10-23 00:33:09.800000000
25,"bolsonaro, brazil, bolsonaro says, brazil bolsonaro, jair",25,2020-10-23 00:33:09.800000000
26,"poland, abortion, hungary, polish, abortion ruling",71,2020-10-23 00:33:09.800000000
27,"pope, vatican, francis, pope francis, priest",63,2020-10-23 00:33:09.800000000
28,"sea, china sea, philippines, china, coast guard",33,2020-10-23 00:33:09.800000000
29,"max, boeing, boeing max, to fly, faa",13,2020-10-23 00:33:09.800000000
30,"zealand, new zealand, new, earthquake, ardern",24,2020-10-23 00:33:09.800000000
31,"austria, germany, nazi, jewish, farright",47,2020-10-23 00:33:09.800000000
32,"stimulus, trump, mcconnell says, stimulus package, mcconnell",11,2020-10-23 00:33:09.800000000
33,"navalny, navalny could have, been poisoned in, poisoned in germany, alleges navalny could",9,2020-10-23 00:33:09.800000000
35,"genocide, xinjiang, china, uighur, camps",22,2020-10-23 00:33:09.800000000
36,"myanmar, rice, cooking rice, suu kyi party, kyi party",4,2020-10-23 00:33:09.800000000
37,"plant, fukushima, nuclear, water, human dna",16,2020-10-23 00:33:09.800000000
38,"tokyo, olympics, tokyo olympics, ioc, olympics tokyo olympics",6,2020-10-23 00:33:09.800000000
39,"major increase, customers netzero ambitions, out cutting, slashjobs, russia rules out",4,2020-10-23 00:33:09.800000000
40,"australia, china, morrison, australian, the enemy",45,2020-10-23 00:33:09.800000000
41,"microwave, pulse weapon, pulse, microwave pulse weapon, microwave pulse",17,2020-10-23 00:33:09.800000000
42,"mexico, mexican, in mexico, former mexican, cartel",20,2020-10-23 00:33:09.800000000
43,"pakistan, in pakistan, christian, forced, marriage",33,2020-10-23 00:33:09.800000000
44,"prince, queen, prince charles, charles, ghislaine",20,2020-10-23 00:33:09.800000000
45,"japan, in japan, suicide, japanese, in october",13,2020-10-23 00:33:09.800000000
46,"ancient, pompeii, found, coffins, egypt",28,2020-10-23 00:33:09.800000000
47,"iran, flu vaccine, sanctions, us sanctions, iran blocked by",6,2020-10-23 00:33:09.800000000
48,"amazon, deforestation, rainforest, illegal, forest",20,2020-10-23 00:33:09.800000000
49,"by forensic, space dubaivincent, reportedly falls in, lebanon causes fire, meteorite reportedly",4,2020-10-23 00:33:09.800000000
50,"venezuela, maduro, venezuelan, oil, in venezuela",14,2020-10-23 00:33:09.800000000
51,"climate change means, alert warns of, an area twice, burned an area, that just the",4,2020-10-23 00:33:09.800000000
52,"netanyahu, pummeled for, nuclear deal women, poorlyworded speech, netanyahu pummeled",3,2020-10-23 00:33:09.800000000
53,"alliance, russiachina alliance, china hopes for, possible military alliance, sense after election",4,2020-10-23 00:33:09.800000000
54,"ice, sea ice, arctic, glaciers, arctic sea",20,2020-10-23 00:33:09.800000000
55,"macron, french, france, muslims, cartoons",148,2020-10-23 00:33:09.800000000
56,"dogs, dog, pit bull, pet, their dogs",13,2020-10-23 00:33:09.800000000
57,"iran, israel, nuclear, nuclear deal, deal",12,2020-10-23 00:33:09.800000000
58,"iraqi, baghdad, rockets, in baghdad, iraq",5,2020-10-23 00:33:09.800000000
59,"israel, report israel to, transfer millions, transfer millions of, vaccines to palestinians",7,2020-10-23 00:33:09.800000000
60,"italy, in italy, italian, coronavirus, emerged in italy",19,2020-10-23 00:33:09.800000000
61,"dies, connery, sean connery, dies aged, aged",14,2020-10-23 00:33:09.800000000
63,"ethiopia, tigray, in ethiopia, ethiopian, ethiopia tigray",42,2020-10-23 00:33:09.800000000
64,"russia, mask mandate, national mask mandate, national mask, mandate",15,2020-10-23 00:33:09.800000000
65,"cruise, first cruise ship, caribbean, first cruise, cruise ship",4,2020-10-23 00:33:09.800000000
66,"mozambique, in mozambique, nigeria, islamists, behead more",36,2020-10-23 00:33:09.800000000
67,"whale, whales, sculpture, shark, metro",22,2020-10-23 00:33:09.800000000
68,"brazil, their credit cards, their credit, commented, and the government",7,2020-10-23 00:33:09.800000000
69,"huawei, meng, meng wanzhou, wanzhou, parties urge",15,2020-10-23 00:33:09.800000000
70,"tanker, oil tanker, oil, off isle, off isle of",7,2020-10-23 00:33:09.800000000
71,"vaccine, covid vaccine, chinese covid, covid, coronavirus vaccine",21,2020-10-23 00:33:09.800000000
72,"merkel, germany, angela, angela merkel, chancellor",12,2020-10-23 00:33:09.800000000
73,"six nations, members, road, camp, fear they have",3,2020-10-23 00:33:09.800000000
74,"lockdown, second lockdown, schools, pizza, school",16,2020-10-23 00:33:09.800000000
75,"korea, north korea, south korea, north, south",7,2020-10-23 00:33:09.800000000
76,"azerbaijan, armenia, nagornokarabakh, armenian, in nagornokarabakh",106,2020-10-23 00:33:09.800000000
77,"thunberg, greta, greta thunberg, nobel, nobel peace",7,2020-10-23 00:33:09.800000000
78,"zoo, rhino, endangered, elephant, operation endangered primates",7,2020-10-23 00:33:09.800000000
79,"girl, india, raped, gangraped, in india",12,2020-10-23 00:33:09.800000000
80,"in school seen, girls in school, worth billions to, billions to developing, seen worth billions",1,2020-10-23 00:33:09.800000000
81,"australia, victoria, victoria australia, south australia, lockdown",37,2020-10-23 00:33:09.800000000
82,"tiktok, it would like, to know whats, has forgotten about, forgotten about trying",5,2020-10-23 00:33:09.800000000
83,"plastic, mount everest, of plastic, everest, waste",14,2020-10-23 00:33:09.800000000
84,"austrian colonel on, austrian colonel, colonel on nato, on nato for, nato for russia",1,2020-10-23 00:33:09.800000000
85,"immunity, assange, diplomatic immunity, harry, dunn",10,2020-10-23 00:33:09.800000000
86,"kabul, drone, member almasri, qaida member almasri, hit residential",5,2020-10-23 00:33:09.800000000
87,"child, sex, abuse, child sex, child sex abuse",14,2020-10-23 00:33:09.800000000
88,"coal, offshore, power, eu unveils offshore, african coal",11,2020-10-23 00:33:09.800000000
89,"cannabis, marijuana, decriminalize, to decriminalize, legalization",27,2020-10-23 00:33:09.800000000
